year;degree;situation;disciplines;domain;disciplinarySector;jobsIntermediateOrManagerial;jobsManagerial;medianMonthlySalaray;nationalMedianMonthly
2011;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;Sciences humaines et sociales;Archéologie, ethnologie, préhistoire;78;35;1500;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;Sciences humaines et sociales;Sciences de l'éducation;77;42;1600;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;Sciences humaines et sociales;Pluridisciplinaire sciences humaines et sociales;75;50;1680;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;Sciences, technologies et santé;Ensemble sciences, technologies et santé;95;76;2000;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;Sciences, technologies et santé;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;87;59;1760;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;Sciences, technologies et santé;Sciences de la vie;93;64;1770;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;Sciences, technologies et santé;Sciences de l'univers;92;68;1770;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Chimie;Sciences, technologies et santé;Chimie;95;61;1910;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Physique;Sciences, technologies et santé;Physique;97;87;2120;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;Sciences, technologies et santé;Physique et chimie;ns;ns;ns;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;Sciences, technologies et santé;Mathématiques appliquées et sciences sociales;95;87;2230;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;Sciences, technologies et santé;Mathématiques;97;89;2150;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;Sciences, technologies et santé;Génie des procédés;98;82;2070;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;Sciences, technologies et santé;Électronique, génie électrique;98;93;2100;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;Sciences, technologies et santé;Génie civil;98;86;2160;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Technologie et sciences industrielles;Sciences, technologies et santé;Technologie et sciences industrielles;96;79;2100;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Mécanique, génie mécanique;Sciences, technologies et santé;Mécanique, génie mécanique;100;91;2130;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Informatique>Informatique;Sciences, technologies et santé;Informatique;99;93;2150;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Formation générale aux métiers de l'ingénieur;Sciences, technologies et santé;Formation générale aux métiers de l'ingénieur;92;67;1880;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;Sciences, technologies et santé;Médecine;96;74;1970;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;Sciences, technologies et santé;Pharmacie;98;89;2500;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;Sciences, technologies et santé;Sciences et techniques des activités physiques et sportives;81;50;1700;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Mathématique et informatique;Sciences, technologies et santé;Mathématique et informatique;100;95;2490;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;Sciences, technologies et santé;Pluridisciplinaire sciences;95;68;1870;1800
2011;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;Sciences, technologies et santé;Pluridisciplinaire sciences fondamentales et applications;86;58;1740;1800
2011;MASTER ENS;30 mois après le diplôme;Masters enseignement>Masters enseignement>Masters enseignement;Masters enseignement;Masters enseignement;88;76;1700;1800
2011;MASTER ENS;30 mois après le diplôme;Masters enseignement>Masters enseignement : premier degré>Masters enseignement : premier degré;Masters enseignement;Masters enseignement : premier degré;95;86;1800;1800
2011;MASTER ENS;30 mois après le diplôme;Masters enseignement>Masters enseignement : second degré, CPE...>Masters enseignement : second degré, CPE...;Masters enseignement;Masters enseignement : second degré, CPE...;83;69;1660;1800
