year;degree;situation;disciplines;domain;disciplinarySector;jobsIntermediateOrManagerial;jobsManagerial;medianMonthlySalaray;nationalMedianMonthly
2014;MASTER LMD;30 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;Lettres, langues, arts;Français, langue étrangère;81;62;1550;1870
2014;MASTER LMD;30 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;Lettres, langues, arts;Langues et littératures anciennes;ns;ns;ns;1870
2014;MASTER LMD;30 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;Lettres, langues, arts;Langues et littératures étrangères;80;60;1700;1870
2014;MASTER LMD;18 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;Lettres, langues, arts;Langues et littératures françaises;70;52;1600;1870
2014;MASTER LMD;30 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;Lettres, langues, arts;Pluridisciplinaire lettres, langues, sciences humaines;69;47;1600;1870
2014;MASTER LMD;18 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;Lettres, langues, arts;Pluridisciplinaire lettres, sciences du langage, arts;54;34;1450;1870
2014;MASTER LMD;18 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;Lettres, langues, arts;Langues étrangères appliquées;59;31;1580;1870
2014;MASTER LMD;18 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;Lettres, langues, arts;Littérature générale et comparée;ns;ns;ns;1870
2014;MASTER LMD;30 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Arts;Lettres, langues, arts;Arts;66;39;1600;1870
2014;MASTER LMD;18 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;Lettres, langues, arts;Sciences du langage, linguistique;76;50;1500;1870
2014;MASTER LMD;30 mois après le diplôme;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;Lettres, langues, arts;Pluridisciplinaire langues;67;51;1810;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;Sciences humaines et sociales;Ensemble sciences humaines et sociales;84;59;1790;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Histoire-géographie>Géographie;Sciences humaines et sociales;Géographie;77;43;1600;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Histoire-géographie>Histoire;Sciences humaines et sociales;Histoire;63;34;1500;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Histoire-géographie>Histoire-géographie;Sciences humaines et sociales;Histoire-géographie;69;38;1500;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Psychologie>Psychologie;Sciences humaines et sociales;Psychologie;89;78;1540;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;Sciences humaines et sociales;Sciences de l'information et la communication;76;49;1680;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;Sciences humaines et sociales;Sciences de l'éducation;80;45;1630;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;Sciences humaines et sociales;Sciences religieuses;ns;ns;ns;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;Sciences humaines et sociales;Sociologie, démographie;77;46;1630;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;Sciences humaines et sociales;Aménagement;82;51;1720;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;Sciences humaines et sociales;Archéologie, ethnologie, préhistoire;68;40;1410;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;Sciences humaines et sociales;Philosophie, épistémologie;88;59;ns;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;Sciences humaines et sociales;Pluridisciplinaire sciences humaines et sociales;69;34;1500;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;Sciences humaines et sociales;Autres sciences humaines et sociales;79;46;1650;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;Sciences, technologies et santé;Ensemble sciences, technologies et santé;91;65;1860;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;Sciences, technologies et santé;Sciences de la vie;86;58;1700;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;Sciences, technologies et santé;Sciences de l'univers;88;59;1700;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;Sciences, technologies et santé;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;83;45;1720;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;Sciences, technologies et santé;Sciences de la vie et de la terre;90;60;1780;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Physique;Sciences, technologies et santé;Physique;91;75;1980;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;Sciences, technologies et santé;Physique et chimie;ns;ns;ns;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;Sciences, technologies et santé;Mathématiques appliquées et sciences sociales;96;93;2410;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;Sciences, technologies et santé;Sciences fondamentales;93;71;2000;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Chimie;Sciences, technologies et santé;Chimie;92;61;1970;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;Sciences, technologies et santé;Mathématiques;97;89;2350;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;Sciences, technologies et santé;Génie des procédés;97;68;2070;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Mécanique, génie mécanique;Sciences, technologies et santé;Mécanique, génie mécanique;98;89;2140;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Technologie et sciences industrielles;Sciences, technologies et santé;Technologie et sciences industrielles;97;79;2170;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;Sciences, technologies et santé;Électronique, génie électrique;ns;ns;ns;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;Sciences, technologies et santé;Sciences de l'ingénieur;98;83;2130;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;Sciences, technologies et santé;Génie civil;96;78;1980;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Informatique>Informatique;Sciences, technologies et santé;Informatique;98;92;2000;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;Sciences, technologies et santé;Autres sciences, technologies et santé;89;62;1850;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Formation générale aux métiers de l'ingénieur;Sciences, technologies et santé;Formation générale aux métiers de l'ingénieur;91;68;1710;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Mathématique et informatique;Sciences, technologies et santé;Mathématique et informatique;100;98;2500;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;Sciences, technologies et santé;Médecine;98;77;2230;1870
2014;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;Sciences, technologies et santé;Pharmacie;94;77;2270;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;Sciences, technologies et santé;Sciences et techniques des activités physiques et sportives;83;45;1650;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;Sciences, technologies et santé;Pluridisciplinaire sciences fondamentales et applications;ns;ns;ns;1870
2014;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;Sciences, technologies et santé;Pluridisciplinaire sciences;89;63;1900;1870
2014;MASTER ENS;18 mois après le diplôme;Masters enseignement>Masters enseignement>Masters enseignement;Masters enseignement;Masters enseignement;94;87;1750;1870
