year;degree;situation;disciplines;domain;disciplinarySector;jobsIntermediateOrManagerial;jobsManagerial;medianMonthlySalaray;nationalMedianMonthly
2016;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Histoire-géographie>Histoire;Sciences humaines et sociales;Histoire;67;32;1450;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Psychologie>Psychologie;Sciences humaines et sociales;Psychologie;94;87;1700;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;Sciences humaines et sociales;Sciences de l'information et la communication;80;47;1620;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;Sciences humaines et sociales;Archéologie, ethnologie, préhistoire;76;31;1400;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;Sciences humaines et sociales;Philosophie, épistémologie;79;51;1750;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;Sciences humaines et sociales;Sciences de l'éducation;86;57;1730;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;Sciences humaines et sociales;Sciences religieuses;ns;ns;ns;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;Sciences humaines et sociales;Aménagement;87;59;1800;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;Sciences humaines et sociales;Sociologie, démographie;87;50;1880;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;Sciences humaines et sociales;Pluridisciplinaire sciences humaines et sociales;86;58;1850;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales;Sciences humaines et sociales;Autres sciences humaines et sociales;79;49;1650;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;Sciences, technologies et santé;Ensemble sciences, technologies et santé;93;79;2000;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;Sciences, technologies et santé;Sciences de la vie et de la terre;93;66;1880;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;Sciences, technologies et santé;Sciences de l'univers;91;61;1760;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;Sciences, technologies et santé;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;ns;ns;ns;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;Sciences, technologies et santé;Sciences de la vie;94;68;1910;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;Sciences, technologies et santé;Sciences fondamentales;97;81;2170;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Chimie;Sciences, technologies et santé;Chimie;98;71;2000;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Physique et chimie;Sciences, technologies et santé;Physique et chimie;100;96;ns;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Mathématiques;Sciences, technologies et santé;Mathématiques;100;92;2200;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales;Sciences, technologies et santé;Mathématiques appliquées et sciences sociales;86;73;2200;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences fondamentales>Physique;Sciences, technologies et santé;Physique;ns;ns;ns;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;Sciences, technologies et santé;Génie civil;99;78;2170;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Génie des procédés;Sciences, technologies et santé;Génie des procédés;97;78;2050;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Mécanique, génie mécanique;Sciences, technologies et santé;Mécanique, génie mécanique;98;86;2000;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Technologie et sciences industrielles;Sciences, technologies et santé;Technologie et sciences industrielles;93;71;1920;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique;Sciences, technologies et santé;Électronique, génie électrique;99;92;2240;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;Sciences, technologies et santé;Sciences de l'ingénieur;98;83;2180;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Informatique>Informatique;Sciences, technologies et santé;Informatique;98;94;2280;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Formation générale aux métiers de l'ingénieur;Sciences, technologies et santé;Formation générale aux métiers de l'ingénieur;ns;ns;ns;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Mathématique et informatique;Sciences, technologies et santé;Mathématique et informatique;ns;ns;ns;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Médecine;Sciences, technologies et santé;Médecine;84;59;1780;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Sciences et techniques des activités physiques et sportives;Sciences, technologies et santé;Sciences et techniques des activités physiques et sportives;74;36;1510;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences;Sciences, technologies et santé;Pluridisciplinaire sciences;94;74;1830;1830
2016;MASTER LMD;18 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pluridisciplinaire sciences fondamentales et applications;Sciences, technologies et santé;Pluridisciplinaire sciences fondamentales et applications;ns;ns;ns;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Autres sciences, technologies et santé;Sciences, technologies et santé;Autres sciences, technologies et santé;88;55;1830;1830
2016;MASTER LMD;30 mois après le diplôme;Sciences, technologies et santé>Autres sciences, technologies et santé>Pharmacie;Sciences, technologies et santé;Pharmacie;97;81;2500;1830
2016;MASTER ENS;18 mois après le diplôme;Masters enseignement>Masters enseignement>Masters enseignement;Masters enseignement;Masters enseignement;95;90;1780;1830
